AMH_1_1_12	AMH_1_2_10	AMH_2_1_12	AMH_2_2_12	BAN_1_1_12	BAN_1_2_10	BAN_2_1_10	BAN_2_2_10	BED_1_1_12	BED_1_2_10	BED_2_1_12	BED_2_2_10	BPL_1_1_10	BPL_1_2_12	BPL_2_1_10	BPL_2_2_12	BTT_1_1_12	BTT_1_2_10	BTT_2_1_12	BTT_2_2_12	CMP_1_1_10	CMP_1_2_12	CMP_2_1_10	CMP_2_2_10	CPI_1_1_12	CPI_1_2_10	CPI_2_1_12	CPI_2_2_12	CQC_1_1_10	CQC_1_2_12	CQC_2_1_10	CQC_2_2_10	Only identified by site	Reverse	Potential contaminant	ANOVA Significant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	ANOVA p value	ANOVA q-value	Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers
5.8352E+07	6.235603E+07	2.597999E+08	2.6763E+08	1.2231E+08	7.290597E+07	1.0748E+08	1.464299E+08	9.266804E+07	9.005702E+07	9.133799E+07	3.172899E+07	2.6087E+07	3.4557E+07	3349464	4013618	1.408001E+08	1.385099E+08	7970796	1.5902E+07	1.339901E+07	6.5849E+07	1.0613E+08	6.979902E+07	1.664699E+08	1.014E+08	2.1154E+08	2.313402E+08	3.758E+08	8.107805E+07	2.994302E+07	3.8531E+07				+	10	10	10	23.5	23.5	23.5	65.539	0	40.076	2187400000	86	0.0109403322959395	0.0255943204868154	P00175	P00175	Cytochrome b2, mitochondrial	CYB2	sp|P00175|CYB2_YEAST Cytochrome b2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYB2 PE=1 SV=1
3.074901E+10	2.999004E+10	2.262702E+10	2.480197E+10	2.908699E+10	2.622497E+10	3.397102E+10	3.318398E+10	3.1302E+10	3.305202E+10	2.803898E+10	4.289106E+10	4.559804E+10	4.351499E+10	6.310307E+10	6.661393E+10	4.004697E+10	3.994301E+10	5.451707E+10	5.578897E+10	2.202602E+10	2.8543E+10	3.631104E+10	3.962396E+10	2.344099E+10	2.949803E+10	2.630998E+10	2.770403E+10	6.647396E+09	2.578402E+10	3.805899E+10	4.303498E+10				+	29	29	21	74.1	74.1	48.9	36.849	0	323.31	849280000000	4503	0.0277735147438234	0.04376	P00330	P00330	Alcohol dehydrogenase 1	ADH1	sp|P00330|ADH1_YEAST Alcohol dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADH1 PE=1 SV=5
6.919199E+08	4.684699E+08	5.203202E+08	9.289005E+08	6.057802E+08	4.574598E+08	7.849498E+08	1.2407E+09	8.136604E+08	6.457401E+08	9.666902E+08	8.3557E+08	5.038605E+09	5.691999E+09	7.571401E+09	1.202601E+10	2.528301E+09	8.196895E+08	1.7711E+09	1.799401E+09	4.676499E+08	2.3108E+09	1.2702E+09	1.4464E+09	5.681398E+08	5.189798E+08	9.443503E+08	1.258E+09	1.4388E+08	7.819202E+08	1.614801E+09	8.637902E+08				+	39	9	8	91	39.2	31.9	35.846	0	323.31	46344000000	616	1.98509594397027E-05	0.0012022792022792	P00358	P00358	Glyceraldehyde-3-phosphate dehydrogenase 2	TDH2	sp|P00358|G3P2_YEAST Glyceraldehyde-3-phosphate dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TDH2 PE=1 SV=3
3.225402E+10	3.120102E+10	1.1594E+10	3.109404E+10	2.096902E+10	2.1525E+10	4.127096E+10	4.334401E+10	1.962901E+10	2.099099E+10	3.8897E+10	3.757304E+10	7.686409E+10	6.310508E+10	1.0558E+11	1.263902E+11	7.055908E+10	3.780903E+10	5.830303E+10	5.357605E+10	1.134901E+10	1.878498E+10	3.482199E+10	3.816399E+10	2.102398E+10	3.718196E+10	2.398103E+10	3.569097E+10	2.266001E+09	1.964401E+10	5.131301E+10	3.154103E+10				+	47	47	16	93.1	93.1	45.5	35.746	0	323.31	1133500000000	6086	0.0197580055746364	0.0355574151557415	P00359	P00359	Glyceraldehyde-3-phosphate dehydrogenase 3	TDH3	sp|P00359|G3P3_YEAST Glyceraldehyde-3-phosphate dehydrogenase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TDH3 PE=1 SV=3
9823204	1.0639E+07	1623700	6862598	3086824	7841129	3049873	3165161	6212202	2599487	1.328799E+07	6023255	2.9219E+07	2.001899E+07	8.548798E+07	6.7487E+07	2.038701E+08	1.5725E+08	3.519499E+08	3.1893E+08	4.3097E+08	5.140597E+08	9.300704E+08	9.962506E+08	3.054501E+08	4.3808E+08	1.917101E+08	2.2001E+08	1.722499E+07	2.6485E+07	2.100501E+08	2.060599E+08				+	31	14	14	76.2	41.9	41.9	35.75	0	88.211	3675800000	187	1.60401984983186E-10	0.000618556701030928	P00360	P00360	Glyceraldehyde-3-phosphate dehydrogenase 1	TDH1	sp|P00360|G3P1_YEAST Glyceraldehyde-3-phosphate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TDH1 PE=1 SV=3
6.554804E+07	7.680102E+07	3.543099E+07	4.953297E+07	6.271402E+07	3.9869E+07	6.283702E+07	5.3068E+07	7.433504E+07	9.610298E+07	9.971295E+07	8.129498E+07	4.949003E+07	5.011202E+07	5.4681E+07	5.238397E+07	5.161102E+07	4.547301E+07	3.915001E+07	4.465001E+07	3.1073E+07	2.5589E+07	6.354999E+07	7.343201E+07	5.090598E+07	7.249805E+07	7.020698E+07	7.368301E+07	6412796	1.4157E+07	8.053801E+07	5.8324E+07					3	2	2	7.3	5.8	5.8	58.797	0	101.21	1406000000	77	0.0837116120334991	0.0883575757575758	P00401;P03878;Q9ZZX1;P03876	P00401	Cytochrome c oxidase subunit 1	COX1	sp|P00401|COX1_YEAST Cytochrome c oxidase subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COX1 PE=1 SV=2
5.614301E+08	5.560202E+08	6.871503E+08	6.378104E+08	7.701901E+08	7.554703E+08	7.393496E+08	7.953595E+08	5.8047E+08	5.693301E+08	6.973796E+08	6.835197E+08	2.694499E+08	2.578801E+08	3.055002E+08	2.876199E+08	2.262699E+08	3.110202E+08	2.806101E+08	2.734401E+08	9.239304E+08	7.052504E+08	9.108102E+08	9.744597E+08	5.726501E+08	4.757399E+08	5.674597E+08	4.988397E+08	1.324301E+09	6.913603E+08	7.609203E+08	9.9059E+08				+	5	5	5	25.1	25.1	25.1	28.567	0	87.129	14938000000	210	3.16664886715987E-12	0	P00410	P00410	Cytochrome c oxidase subunit 2	COX2	sp|P00410|COX2_YEAST Cytochrome c oxidase subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COX2 PE=1 SV=1
7.324197E+08	6.644998E+08	9.909201E+08	9.356202E+08	1.1138E+09	1.351E+09	1.1681E+09	1.4539E+09	1.0123E+09	9.809498E+08	8.982206E+08	1.3434E+09	2.1237E+08	1.7039E+08	2.3066E+08	2.273599E+08	2.842701E+08	3.658798E+08	3.889798E+08	4.061901E+08	1.972701E+09	1.3689E+09	1.8223E+09	1.775101E+09	6.413601E+08	5.857004E+08	7.886498E+08	7.359499E+08	2.119999E+09	2.0967E+09	1.1158E+09	1.819399E+09				+	8	8	8	49	49	49	17.14	0	155.06	21233000000	406	2.43572897175228E-14	0	P00424;P00425	P00424	Cytochrome c oxidase polypeptide 5A, mitochondrial	COX5A	sp|P00424|COX5A_YEAST Cytochrome c oxidase subunit 5A, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COX5A PE=1 SV=1
1.0384E+09	1.247399E+09	1.859701E+09	1.752899E+09	1.830599E+09	2.130801E+09	2.0194E+09	2.289401E+09	1.4106E+09	1.436999E+09	1.597999E+09	2.041201E+09	4.414703E+08	3.786301E+08	4.5554E+08	3.7039E+08	7.814004E+08	7.334604E+08	7.3357E+08	7.290095E+08	2.4102E+09	2.074399E+09	2.086399E+09	2.224701E+09	1.186899E+09	1.1531E+09	1.3389E+09	1.237E+09	2.363699E+09	2.438601E+09	1.462399E+09	2.041401E+09				+	9	9	9	54.7	54.7	54.7	17.341	0	207.11	31514000000	476	1.97445434723391E-13	0	P00427	P00427	Cytochrome c oxidase subunit 6, mitochondrial	COX6	sp|P00427|COX6_YEAST Cytochrome c oxidase subunit 6, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COX6 PE=1 SV=1
6.822603E+08	7.138299E+08	8.904901E+08	8.527903E+08	7.381502E+08	7.722804E+08	7.732704E+08	8.668195E+08	7.413404E+08	7.288698E+08	6.218397E+08	6.0856E+08	7.079699E+08	6.291598E+08	5.043497E+08	5.2198E+08	6.741102E+08	7.232696E+08	5.6862E+08	5.754597E+08	1.4988E+09	1.4381E+09	8.480604E+08	9.147805E+08	6.988702E+08	7.299103E+08	5.711002E+08	6.438298E+08	1.2102E+09	1.264799E+09	5.657503E+08	7.153102E+08				+	23	23	23	70.4	70.4	70.4	40.352	0	323.31	17057000000	678	0.0024768697103092	0.0119668155711551	P00431	P00431	Cytochrome c peroxidase, mitochondrial	CCP1	sp|P00431|CCPR_YEAST Cytochrome c peroxidase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CCP1 PE=1 SV=2
2.053099E+10	1.832902E+10	2.699801E+10	2.385101E+10	2.2128E+10	2.462202E+10	2.382E+10	2.760897E+10	2.006201E+10	1.959302E+10	1.5711E+10	2.868001E+10	1.325401E+10	1.289399E+10	2.552699E+10	1.956998E+10	2.082101E+10	2.075099E+10	3.0024E+10	2.679497E+10	3.985397E+10	3.964797E+10	4.079402E+10	3.818802E+10	1.873102E+10	1.825198E+10	2.923503E+10	2.337699E+10	4.988106E+10	5.775007E+10	3.160999E+10	5.187301E+10				+	23	23	23	83.8	83.8	83.8	15.854	0	323.31	572450000000	1745	6.71413041844792E-06	0.000801358234295416	P00445	P00445	Superoxide dismutase [Cu-Zn]	SOD1	sp|P00445|SODC_YEAST Superoxide dismutase [Cu-Zn] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SOD1 PE=1 SV=2
9.291499E+08	8.555197E+08	1.2127E+09	1.1958E+09	1.107499E+09	1.0538E+09	9.6651E+08	1.0667E+09	4.524603E+08	4.533398E+08	5.199502E+08	5.570001E+08	6.954397E+08	6.466004E+08	9.712006E+08	1.067E+09	7.903595E+08	6.793E+08	1.177199E+09	1.208E+09	1.363801E+09	1.001E+09	1.254201E+09	1.6307E+09	7.691299E+08	8.663303E+08	1.0384E+09	1.2725E+09	1.508499E+09	2.076899E+09	1.8439E+09	2.322899E+09				+	9	9	9	37.8	37.8	37.8	25.774	0	154.22	23885000000	365	2.12816711752014E-07	0.0006125	P00447	P00447	Superoxide dismutase [Mn], mitochondrial	SOD2	sp|P00447|SODM_YEAST Superoxide dismutase [Mn], mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SOD2 PE=1 SV=1
5.660398E+08	6.602299E+08	5.272602E+08	5.917002E+08	4.201202E+08	4.518099E+08	5.195098E+08	4.755902E+08	7.391501E+08	8.099705E+08	7.6565E+08	9.680701E+08	6.998003E+08	5.943502E+08	9.5552E+08	8.530802E+08	6.9479E+08	8.1022E+08	9.785496E+08	9.418902E+08	4.401997E+08	5.004501E+08	9.183503E+08	8.658105E+08	6.098696E+08	6.967898E+08	7.163597E+08	7.111199E+08	2.375601E+08	3.775699E+08	5.775901E+08	5.7099E+08				+	16	16	16	62.6	62.6	62.6	32.266	0	229.73	16663000000	537	0.00119493957505196	0.00841636755204594	P00498	P00498	ATP phosphoribosyltransferase	HIS1	sp|P00498|HIS1_YEAST ATP phosphoribosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIS1 PE=1 SV=1
3.458699E+08	3.2869E+08	3.583599E+08	3.489499E+08	3.534901E+08	4.737703E+08	3.271998E+08	3.870899E+08	2.857298E+08	2.913298E+08	2.8885E+08	3.236299E+08	2.370499E+08	2.203701E+08	2.0064E+08	2.057901E+08	2.9691E+08	3.479199E+08	3.273301E+08	3.528099E+08	4.224098E+08	3.789201E+08	2.9733E+08	3.114699E+08	3.497499E+08	3.346702E+08	3.092799E+08	3.348401E+08	4.222501E+08	3.709899E+08	2.537198E+08	2.7258E+08				+	20	20	18	52.3	52.3	46	34.061	0	106.18	7758500000	446	0.000104421680145739	0.00258643326039387	P00546	P00546	Cyclin-dependent kinase 1	CDC28	sp|P00546|CDK1_YEAST Cyclin-dependent kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC28 PE=1 SV=1
5.034696E+10	5.354404E+10	3.9578E+10	4.551396E+10	4.4293E+10	3.624303E+10	4.891894E+10	3.643096E+10	5.198601E+10	5.3154E+10	4.724099E+10	4.683602E+10	7.834495E+10	8.694489E+10	7.96399E+10	7.663902E+10	6.137196E+10	6.796306E+10	6.096793E+10	6.468602E+10	2.406901E+10	3.534705E+10	4.511604E+10	4.230905E+10	4.694301E+10	5.803003E+10	4.998405E+10	4.748206E+10	7.113295E+09	1.2181E+10	4.286101E+10	3.131599E+10				+	57	57	53	89.4	89.4	87.4	54.544	0	323.31	1283600000000	5639	9.34010993912314E-05	0.00248997772828508	P00549	P00549	Pyruvate kinase 1	CDC19	sp|P00549|KPYK1_YEAST Pyruvate kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC19 PE=1 SV=2
1.181301E+11	1.060301E+11	1.235201E+11	1.151001E+11	1.635701E+11	1.477999E+11	1.265299E+11	1.4121E+11	1.006399E+11	9.444301E+10	9.186211E+10	1.161E+11	1.090699E+11	1.1159E+11	1.306699E+11	1.2852E+11	1.315202E+11	1.411402E+11	1.542302E+11	1.476601E+11	1.8893E+11	1.7413E+11	1.575999E+11	1.522899E+11	1.0707E+11	1.062501E+11	1.1266E+11	1.018101E+11	2.286999E+11	1.831698E+11	1.057901E+11	1.632702E+11				+	68	68	68	92.3	92.3	92.3	44.738	0	323.31	2909100000000	12441	6.25513744380325E-05	0.00204235294117647	P00560	P00560	Phosphoglycerate kinase	PGK1	sp|P00560|PGK_YEAST Phosphoglycerate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PGK1 PE=1 SV=2
4.309198E+07	3.227199E+07	4.945098E+07	5.082998E+07	6.803498E+07	7.136704E+07	7.000298E+07	6.6909E+07	4.6501E+07	4.203302E+07	3.699002E+07	3.814902E+07	5.835702E+07	3.931901E+07	4.356399E+07	5.2093E+07	5.737398E+07	4.949003E+07	5.2455E+07	4.588299E+07	8.517797E+07	9.027302E+07	6.653499E+07	7.106698E+07	3.094702E+07	3.2833E+07	3.5134E+07	3.7579E+07	8.737102E+07	1.344401E+08	5.034297E+07	7.337698E+07				+	4	4	4	21.8	21.8	21.8	24.687	0.00031192	4.0392	1215800000	84	2.86293084257095E-06	0.000614785992217899	P00572	P00572	Thymidylate kinase	CDC8	sp|P00572|KTHY_YEAST Thymidylate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC8 PE=1 SV=2
1385788	4409961	2399880	3095618	1.102301E+07	1797544	5425901	1.4366E+07	3.302202E+07	4.127801E+07	3.734301E+07	6.684004E+07	3758795	3262250	1.0307E+07	1963361	1.3733E+07	1.185501E+07	1.3571E+07	1.5482E+07	1.265699E+07	1.604601E+07	7349301	9146101	2483850	1.1629E+07	2862691	8432596	1725155	9994379	6766586	4741745				+	7	7	7	15.4	15.4	15.4	60.639	0	12.435	219020000	30	3.5504339331007E-05	0.00161843790012804	P00724	P00724	Invertase 2	SUC2	sp|P00724|INV2_YEAST Invertase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SUC2 PE=1 SV=1
8.063198E+07	6.321297E+07	7.364697E+07	1.0505E+08	5.769902E+07	4.716698E+07	6.536103E+07	5.715798E+07	6.109204E+07	5.381003E+07	7.204296E+07	6.071103E+07	8.440403E+07	9.080401E+07	8.190201E+07	8.995802E+07	6.603102E+07	6.823704E+07	9.360298E+07	7.068504E+07	8.839999E+07	8.018305E+07	5.0908E+07	6.4178E+07	6.431798E+07	7.646597E+07	7.216202E+07	1.027101E+08	5.008102E+07	9.098005E+07	9.299204E+07	9.184998E+07					8	8	8	16.5	16.5	16.5	59.801	0	14.058	1753100000	148	0.0714731852473175	0.0791428571428571	P00729	P00729	Carboxypeptidase Y	PRC1	sp|P00729|CBPY_YEAST Carboxypeptidase Y OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRC1 PE=1 SV=1
9.667502E+08	9.534303E+08	6.679295E+08	6.574496E+08	8.699503E+08	9.396999E+08	8.089004E+08	8.150902E+08	5.0162E+08	4.3251E+08	4.218099E+08	4.341897E+08	2.805199E+08	2.330901E+08	3.0803E+08	2.961699E+08	3.068501E+08	3.9469E+08	3.679599E+08	3.857101E+08	9.512698E+08	1.002599E+09	9.578206E+08	1.0054E+09	1.0506E+09	1.030301E+09	8.312201E+08	8.764903E+08	4.368401E+08	4.176497E+08	2.620701E+08	2.943998E+08				+	16	16	16	62.8	62.8	62.8	35.662	0	220.17	16303000000	444	5.96147625795486E-13	0	P00812	P00812	Arginase	CAR1	sp|P00812|ARGI_YEAST Arginase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CAR1 PE=1 SV=1
2.661301E+08	3.063499E+08	2.919599E+08	2.865901E+08	1.769801E+08	1.931301E+08	2.415199E+08	2.222699E+08	4.273201E+08	3.793501E+08	3.5936E+08	5.5774E+08	2.032001E+09	1.8657E+09	2.141E+09	1.9192E+09	4.027401E+08	4.341501E+08	5.785102E+08	5.5015E+08	3.497799E+08	4.7155E+08	5.7111E+08	5.863597E+08	3.3823E+08	4.094402E+08	3.837599E+08	3.776702E+08	1.5202E+08	2.263501E+08	3.221699E+08	3.3155E+08				+	34	34	34	49.9	49.9	49.9	87.72	0	323.31	14549000000	682	4.561870465858E-13	0	P00815	P00815	Histidine biosynthesis trifunctional protein;Phosphoribosyl-AMP cyclohydrolase;Phosphoribosyl-ATP pyrophosphohydrolase;Histidinol dehydrogenase	HIS4	sp|P00815|HIS2_YEAST Histidine biosynthesis trifunctional protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIS4 PE=1 SV=3
7.318602E+09	7.218606E+09	7.6479E+09	7.828894E+09	5.800403E+09	4.999693E+09	7.813797E+09	7.221106E+09	6.964205E+09	7.30901E+09	6.968496E+09	9.84161E+09	8.787899E+09	8.231407E+09	1.484001E+10	1.4416E+10	6.8983E+09	7.392391E+09	1.299101E+10	1.403599E+10	4.894695E+09	5.706601E+09	9.227511E+09	9.186708E+09	6.197099E+09	7.581898E+09	8.485796E+09	8.671496E+09	2.669201E+09	7.360696E+09	8.929304E+09	9.438696E+09					26	26	26	75.6	75.6	75.6	32.299	0	323.31	194930000000	2189	0.179165159736127	0.154100926879506	P00817	P00817	Inorganic pyrophosphatase	IPP1	sp|P00817|IPYR_YEAST Inorganic pyrophosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IPP1 PE=1 SV=4
1.196799E+10	1.145099E+10	1.3002E+10	1.241299E+10	1.2833E+10	1.5788E+10	1.224799E+10	1.352798E+10	8.955194E+09	1.0347E+10	1.152501E+10	1.352301E+10	4.790598E+09	4.545701E+09	5.252898E+09	5.255607E+09	7.533399E+09	8.290404E+09	8.00951E+09	8.10759E+09	1.616599E+10	1.101799E+10	1.361299E+10	1.416601E+10	1.1038E+10	1.127099E+10	1.279201E+10	1.258301E+10	1.862198E+10	1.596198E+10	1.413402E+10	1.880202E+10				+	35	35	35	78.1	78.1	78.1	54.793	0	323.31	265990000000	2785	2.25211266744125E-12	0	P00830	P00830	ATP synthase subunit beta, mitochondrial	ATP2	sp|P00830|ATPB_YEAST ATP synthase subunit beta, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP2 PE=1 SV=2
5.983404E+08	5.8226E+08	8.940999E+08	9.590802E+08	9.525295E+08	9.874596E+08	1.0385E+09	9.779599E+08	3.927401E+08	3.857499E+08	4.834601E+08	4.803199E+08	6.832902E+08	6.634999E+08	8.0086E+08	8.738095E+08	5.552797E+08	6.072998E+08	8.001203E+08	7.627302E+08	8.570798E+08	9.178696E+08	1.1944E+09	1.1743E+09	5.778001E+08	5.704799E+08	7.597903E+08	7.213502E+08	1.0419E+09	1.2528E+09	1.4613E+09	1.651699E+09				+	22	22	21	47.2	47.2	43	53.359	0	254.54	19077000000	720	7.77594238794701E-08	0.000562962962962963	P00890	P00890	Citrate synthase, mitochondrial	CIT1	sp|P00890|CISY1_YEAST Citrate synthase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CIT1 PE=1 SV=2
6.692404E+08	6.661702E+08	7.354403E+08	7.017598E+08	7.280001E+08	7.239297E+08	6.024401E+08	5.645503E+08	6.602003E+08	6.086799E+08	6.217304E+08	7.987505E+08	7.619904E+08	7.008003E+08	8.317103E+08	7.358497E+08	5.806303E+08	6.434102E+08	7.853297E+08	8.077003E+08	6.088803E+08	5.306203E+08	6.942097E+08	6.313796E+08	7.0878E+08	7.020596E+08	6.985404E+08	6.9973E+08	6.970699E+08	6.109599E+08	6.776102E+08	6.619202E+08					29	29	29	64.5	64.5	64.5	56.767	0	323.31	16513000000	749	0.203799008939037	0.170858688302907	P00899	P00899	Anthranilate synthase component 1	TRP2	sp|P00899|TRPE_YEAST Anthranilate synthase component 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRP2 PE=1 SV=4
6.987797E+07	6.865601E+07	8.384095E+07	8.421399E+07	1.252199E+08	1.314499E+08	1.2655E+08	1.1954E+08	1.1505E+08	1.0321E+08	8.825998E+07	6.787597E+07	1.0291E+08	7.686898E+07	6.107403E+07	7.3122E+07	7.389098E+07	7.489198E+07	6.809204E+07	6.845996E+07	1.3464E+08	1.6163E+08	1.110399E+08	1.135599E+08	6.352698E+07	5.894999E+07	6.858298E+07	6.909802E+07	1.1038E+08	1.205699E+08	7.293199E+07	1.1866E+08				+	4	4	4	24.1	24.1	24.1	24.144	0	30.26	1783700000	109	6.09250865001939E-06	0.000762564991334489	P00912	P00912	N-(5-phosphoribosyl)anthranilate isomerase	TRP1	sp|P00912|TRPF_YEAST N-(5-phosphoribosyl)anthranilate isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRP1 PE=1 SV=2
2.127299E+09	1.9481E+09	1.732601E+09	2.513899E+09	1.219701E+09	1.226901E+09	1.2324E+09	1.6724E+09	1.289499E+09	1.590301E+09	1.982799E+09	2.576099E+09	1.687302E+10	1.271899E+10	2.234797E+10	2.141499E+10	4.721295E+09	3.838502E+09	7.053698E+09	6.488894E+09	3.240302E+09	4.818903E+09	5.162896E+09	5.953804E+09	3.319601E+09	3.786201E+09	3.077898E+09	3.546899E+09	1.476099E+09	2.558199E+09	3.561202E+09	3.050598E+09				+	38	12	12	81	29.5	29.5	46.816	0	323.31	125820000000	1448	5.44800301442456E-12	0.000206896551724138	P00924	P00924	Enolase 1	ENO1	sp|P00924|ENO1_YEAST Enolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ENO1 PE=1 SV=3
9.027504E+10	8.282899E+10	7.170504E+10	8.557708E+10	1.025501E+11	9.290196E+10	1.018701E+11	9.876606E+10	6.696908E+10	7.1262E+10	7.379706E+10	9.070093E+10	1.2315E+11	1.039899E+11	1.745402E+11	1.6906E+11	1.004501E+11	1.022501E+11	1.684202E+11	1.621198E+11	6.983594E+10	4.877802E+10	1.000199E+11	1.111601E+11	7.497995E+10	9.663004E+10	8.652108E+10	9.497491E+10	6.234003E+10	6.678394E+10	1.051501E+11	9.933308E+10				+	53	53	27	93.1	93.1	50.1	46.914	0	323.31	2679100000000	15712	0.00270703753840956	0.0124930817610063	P00925	P00925	Enolase 2	ENO2	sp|P00925|ENO2_YEAST Enolase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ENO2 PE=1 SV=2
1.505601E+09	1.456799E+09	1.484899E+09	1.481699E+09	1.617401E+09	1.831601E+09	1.2993E+09	1.3653E+09	1.140301E+09	1.2292E+09	1.2896E+09	1.270099E+09	1.573501E+09	1.4017E+09	1.343599E+09	1.2618E+09	1.264799E+09	1.3659E+09	1.109599E+09	1.276701E+09	1.3852E+09	1.189799E+09	1.2633E+09	1.3141E+09	1.6697E+09	1.585799E+09	1.5121E+09	1.4487E+09	2.0163E+09	1.2487E+09	1.3212E+09	1.245101E+09					34	34	34	72	72	72	63.83	0	323.31	34643000000	1131	0.0502661535972712	0.0632555871596912	P00927	P00927	Threonine dehydratase, mitochondrial	ILV1	sp|P00927|THDH_YEAST Threonine dehydratase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILV1 PE=1 SV=2
1.1676E+09	1.3346E+09	1.2639E+09	1.3318E+09	1.248199E+09	1.3755E+09	1.401601E+09	1.2851E+09	1.322799E+09	1.232E+09	1.2521E+09	1.530899E+09	2.005801E+09	1.6329E+09	1.851901E+09	1.6544E+09	1.300701E+09	1.523799E+09	1.3094E+09	1.470499E+09	1.1855E+09	1.1275E+09	1.482101E+09	1.5905E+09	1.2819E+09	1.5242E+09	1.397099E+09	1.363801E+09	1.6158E+09	8.934996E+08	1.4428E+09	1.385101E+09				+	39	39	39	70.3	70.3	70.3	76.625	0	323.31	35203000000	1274	0.0325015751710554	0.0481075921908894	P00931	P00931	Tryptophan synthase	TRP5	sp|P00931|TRP_YEAST Tryptophan synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRP5 PE=1 SV=1
3.9002E+08	4.573902E+08	3.327598E+08	4.035902E+08	3.421699E+08	2.755099E+08	3.9279E+08	3.263798E+08	4.440599E+08	4.801897E+08	4.757097E+08	5.183702E+08	7.076302E+08	6.6649E+08	7.740099E+08	7.768804E+08	4.596197E+08	4.319899E+08	5.413898E+08	4.872898E+08	1.7374E+08	2.5771E+08	4.036799E+08	4.165E+08	4.084902E+08	4.993497E+08	4.616202E+08	5.075303E+08	9.785199E+07	2.373701E+08	4.488201E+08	3.5416E+08				+	21	21	21	56	56	56	53.489	0	255.35	10879000000	476	0.000820973231708187	0.00706206896551724	P00937	P00937	Multifunctional tryptophan biosynthesis protein;Anthranilate synthase component 2;Indole-3-glycerol phosphate synthase	TRP3	sp|P00937|TRPG_YEAST Multifunctional tryptophan biosynthesis protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRP3 PE=1 SV=2
